ZoneId,MetricName,MetricValue,Timestamp
1,temperature,-1.59,2024-03-30 22:51:09.243162
1,moisture,0.64,2024-03-30 22:51:09.243162
1,temperature,30.12,2024-03-30 22:51:39.256991
1,moisture,0.95,2024-03-30 22:51:39.256991
1,temperature,-4.37,2024-03-30 22:52:09.265974
1,moisture,0.51,2024-03-30 22:52:09.265974
1,temperature,-5.39,2024-03-30 22:52:39.287684
1,moisture,0.63,2024-03-30 22:52:39.287684
1,temperature,26.38,2024-03-30 22:53:09.288785
1,moisture,0.53,2024-03-30 22:53:09.288785
1,temperature,-1.35,2024-03-30 22:53:39.298027
1,moisture,0.6,2024-03-30 22:53:39.298027
1,temperature,-6.48,2024-03-30 22:54:09.308556
1,moisture,0.74,2024-03-30 22:54:09.308556
1,temperature,22.0,2024-03-30 22:54:39.304189
1,moisture,0.57,2024-03-30 22:54:39.304189
1,temperature,15.25,2024-03-30 22:55:09.317916
1,moisture,0.55,2024-03-30 22:55:09.317916
1,temperature,2.97,2024-03-30 22:55:39.328337
1,moisture,0.57,2024-03-30 22:55:39.328337
1,temperature,26.24,2024-03-30 22:56:09.342906
1,moisture,0.23,2024-03-30 22:56:09.342906
1,temperature,29.08,2024-03-30 22:56:39.363204
1,moisture,0.61,2024-03-30 22:56:39.363204
1,temperature,29.34,2024-03-30 22:57:09.369521
1,moisture,0.41,2024-03-30 22:57:09.369521
1,temperature,15.12,2024-03-30 22:57:39.367359
1,moisture,0.69,2024-03-30 22:57:39.367359
1,temperature,28.77,2024-03-30 22:58:09.374384
1,moisture,0.7,2024-03-30 22:58:09.374384
1,temperature,34.59,2024-03-30 22:58:39.383773
1,moisture,0.6,2024-03-30 22:58:39.383773
1,temperature,19.95,2024-03-30 22:59:09.392416
1,moisture,0.44,2024-03-30 22:59:09.392416
1,temperature,26.22,2024-03-30 22:59:39.408890
1,moisture,0.59,2024-03-30 22:59:39.408890
1,temperature,-3.24,2024-03-30 23:00:09.429769
1,moisture,0.31,2024-03-30 23:00:09.429769
1,temperature,26.86,2024-03-30 23:00:39.446674
1,moisture,0.41,2024-03-30 23:00:39.446674
1,temperature,-9.65,2024-03-30 23:01:09.453972
1,moisture,0.41,2024-03-30 23:01:09.453972
1,temperature,27.91,2024-03-30 23:01:39.456552
1,moisture,0.44,2024-03-30 23:01:39.456552
1,temperature,7.92,2024-03-30 23:02:09.468276
1,moisture,0.92,2024-03-30 23:02:09.468276
1,temperature,32.18,2024-03-30 23:02:39.484297
1,moisture,0.1,2024-03-30 23:02:39.484297
1,temperature,-7.53,2024-03-30 23:03:09.504604
1,moisture,0.37,2024-03-30 23:03:09.504604
1,temperature,13.95,2024-03-30 23:03:39.513745
1,moisture,0.43,2024-03-30 23:03:39.513745
1,temperature,-4.19,2024-03-30 23:04:09.511962
1,moisture,0.72,2024-03-30 23:04:09.511962
1,temperature,4.25,2024-03-30 23:04:39.509180
1,moisture,0.3,2024-03-30 23:04:39.509180
1,temperature,-4.93,2024-03-30 23:05:09.523559
1,moisture,0.01,2024-03-30 23:05:09.523559
1,temperature,32.12,2024-03-30 23:05:39.525499
1,moisture,0.88,2024-03-30 23:05:39.525499
1,temperature,33.42,2024-03-30 23:06:09.525788
1,moisture,0.5,2024-03-30 23:06:09.525788
1,temperature,-7.85,2024-03-30 23:06:39.539741
1,moisture,0.18,2024-03-30 23:06:39.539741
1,temperature,33.43,2024-03-30 23:07:09.551430
1,moisture,0.38,2024-03-30 23:07:09.551430
1,temperature,8.84,2024-03-30 23:07:39.559404
1,moisture,0.17,2024-03-30 23:07:39.559404
1,temperature,11.99,2024-03-30 23:08:09.568782
1,moisture,0.08,2024-03-30 23:08:09.568782
1,temperature,1.77,2024-03-30 23:08:39.567658
1,moisture,0.77,2024-03-30 23:08:39.567658
1,temperature,28.5,2024-03-30 23:09:09.576515
1,moisture,0.44,2024-03-30 23:09:09.576515
1,temperature,-5.16,2024-03-30 23:09:39.577608
1,moisture,0.37,2024-03-30 23:09:39.577608
1,temperature,12.59,2024-03-30 23:10:09.597128
1,moisture,0.81,2024-03-30 23:10:09.597128
1,temperature,29.5,2024-03-30 23:10:39.611107
1,moisture,0.23,2024-03-30 23:10:39.611107
1,temperature,1.84,2024-03-30 23:11:09.626201
1,moisture,0.93,2024-03-30 23:11:09.626201
1,temperature,26.6,2024-03-30 23:11:39.655524
1,moisture,0.46,2024-03-30 23:11:39.655524
1,temperature,12.0,2024-03-30 23:12:09.668759
1,moisture,0.68,2024-03-30 23:12:09.668759
1,temperature,22.99,2024-03-30 23:12:39.673353
1,moisture,0.38,2024-03-30 23:12:39.673353
1,temperature,13.88,2024-03-30 23:13:09.689802
1,moisture,0.78,2024-03-30 23:13:09.689802
1,temperature,29.68,2024-03-30 23:13:39.704254
1,moisture,0.21,2024-03-30 23:13:39.704254
1,temperature,-8.8,2024-03-30 23:14:09.731638
1,moisture,0.43,2024-03-30 23:14:09.731638
1,temperature,5.27,2024-03-30 23:14:39.731424
1,moisture,0.77,2024-03-30 23:14:39.731424
1,temperature,18.81,2024-03-30 23:15:09.724990
1,moisture,0.91,2024-03-30 23:15:09.724990
1,temperature,19.82,2024-03-30 23:15:39.733774
1,moisture,0.86,2024-03-30 23:15:39.733774
1,temperature,19.69,2024-03-30 23:16:09.762671
1,moisture,0.19,2024-03-30 23:16:09.762671
1,temperature,13.35,2024-03-30 23:16:39.777291
1,moisture,0.05,2024-03-30 23:16:39.777291
1,temperature,29.32,2024-03-30 23:17:09.786157
1,moisture,1.0,2024-03-30 23:17:09.786157
1,temperature,-5.89,2024-03-30 23:17:39.795947
1,moisture,0.82,2024-03-30 23:17:39.795947
1,temperature,16.85,2024-03-30 23:18:09.798493
1,moisture,0.18,2024-03-30 23:18:09.798493
1,temperature,11.46,2024-03-30 23:18:39.811529
1,moisture,0.13,2024-03-30 23:18:39.811529
1,temperature,1.17,2024-03-30 23:19:09.832679
1,moisture,0.82,2024-03-30 23:19:09.832679
1,temperature,20.19,2024-03-30 23:19:39.846314
1,moisture,0.63,2024-03-30 23:19:39.846314
1,temperature,9.04,2024-03-30 23:20:09.853269
1,moisture,0.31,2024-03-30 23:20:09.853269
1,temperature,22.3,2024-03-30 23:20:39.857632
1,moisture,0.19,2024-03-30 23:20:39.857632
1,temperature,17.49,2024-03-30 23:21:09.856731
1,moisture,0.9,2024-03-30 23:21:09.856731
1,temperature,-0.12,2024-03-30 23:21:39.864214
1,moisture,0.98,2024-03-30 23:21:39.864214
1,temperature,16.86,2024-03-30 23:22:09.879356
1,moisture,0.12,2024-03-30 23:22:09.879356
1,temperature,9.41,2024-03-30 23:22:39.889306
1,moisture,0.7,2024-03-30 23:22:39.889306
1,temperature,9.86,2024-03-30 23:23:09.891265
1,moisture,0.16,2024-03-30 23:23:09.891265
1,temperature,21.32,2024-03-30 23:23:39.905703
1,moisture,0.36,2024-03-30 23:23:39.905703
1,temperature,3.65,2024-03-30 23:24:09.914356
1,moisture,0.65,2024-03-30 23:24:09.914356
1,temperature,-1.36,2024-03-30 23:24:39.920851
1,moisture,0.58,2024-03-30 23:24:39.920851
1,temperature,3.96,2024-03-30 23:25:09.925261
1,moisture,0.68,2024-03-30 23:25:09.925261
1,temperature,24.53,2024-03-30 23:25:39.940380
1,moisture,0.5,2024-03-30 23:25:39.940380
1,temperature,21.66,2024-03-30 23:26:09.955692
1,moisture,0.78,2024-03-30 23:26:09.955692
1,temperature,4.77,2024-03-30 23:26:39.968789
1,moisture,0.47,2024-03-30 23:26:39.968789
1,temperature,8.02,2024-03-30 23:27:09.990501
1,moisture,0.2,2024-03-30 23:27:09.990501
1,temperature,-4.38,2024-03-30 23:27:39.994392
1,moisture,0.42,2024-03-30 23:27:39.994392
1,temperature,24.25,2024-03-30 23:28:09.998744
1,moisture,0.52,2024-03-30 23:28:09.998744
1,temperature,29.04,2024-03-30 23:28:40.003950
1,moisture,0.36,2024-03-30 23:28:40.003950
1,temperature,10.26,2024-03-30 23:29:10.010943
1,moisture,0.66,2024-03-30 23:29:10.010943
1,temperature,27.61,2024-03-30 23:29:40.005309
1,moisture,0.56,2024-03-30 23:29:40.005309
1,temperature,-5.52,2024-03-30 23:30:10.023803
1,moisture,0.73,2024-03-30 23:30:10.023803
1,temperature,-8.85,2024-03-30 23:30:40.033002
1,moisture,0.95,2024-03-30 23:30:40.033002
1,temperature,10.83,2024-03-30 23:31:10.045765
1,moisture,0.6,2024-03-30 23:31:10.045765
1,temperature,18.62,2024-03-30 23:31:40.039882
1,moisture,0.04,2024-03-30 23:31:40.039882
1,temperature,13.95,2024-03-30 23:32:10.050692
1,moisture,0.59,2024-03-30 23:32:10.050692
1,temperature,27.55,2024-03-30 23:32:40.052627
1,moisture,0.15,2024-03-30 23:32:40.052627
1,temperature,10.65,2024-03-30 23:33:10.067437
1,moisture,1.0,2024-03-30 23:33:10.067437
1,temperature,20.15,2024-03-30 23:33:40.067236
1,moisture,0.83,2024-03-30 23:33:40.067236
1,temperature,3.47,2024-03-30 23:34:10.072480
1,moisture,0.03,2024-03-30 23:34:10.072480
1,temperature,2.79,2024-03-30 23:34:40.081759
1,moisture,0.04,2024-03-30 23:34:40.081759
1,temperature,13.75,2024-03-30 23:35:10.096508
1,moisture,0.63,2024-03-30 23:35:10.096508
1,temperature,11.89,2024-03-30 23:35:40.103054
1,moisture,0.78,2024-03-30 23:35:40.103054
1,temperature,6.9,2024-03-30 23:36:10.112624
1,moisture,0.08,2024-03-30 23:36:10.112624
1,temperature,11.27,2024-03-30 23:36:40.116367
1,moisture,0.08,2024-03-30 23:36:40.116367
1,temperature,-3.36,2024-03-30 23:37:10.131655
1,moisture,0.4,2024-03-30 23:37:10.131655
1,temperature,33.84,2024-03-30 23:37:40.139853
1,moisture,0.02,2024-03-30 23:37:40.139853
1,temperature,33.7,2024-03-30 23:38:10.160381
1,moisture,0.74,2024-03-30 23:38:10.160381
1,temperature,24.93,2024-03-30 23:38:40.176937
1,moisture,0.9,2024-03-30 23:38:40.176937
1,temperature,9.51,2024-03-30 23:39:10.184595
1,moisture,0.66,2024-03-30 23:39:10.184595
1,temperature,-9.59,2024-03-30 23:39:40.188459
1,moisture,0.66,2024-03-30 23:39:40.188459
1,temperature,32.24,2024-03-30 23:40:10.200236
1,moisture,0.04,2024-03-30 23:40:10.200236
1,temperature,27.87,2024-03-30 23:40:40.200423
1,moisture,0.38,2024-03-30 23:40:40.200423
1,temperature,-0.19,2024-03-30 23:41:10.201680
1,moisture,0.83,2024-03-30 23:41:10.201680
1,temperature,17.55,2024-03-30 23:41:40.197612
1,moisture,0.14,2024-03-30 23:41:40.197612
1,temperature,30.53,2024-03-30 23:42:10.192439
1,moisture,0.36,2024-03-30 23:42:10.192439
1,temperature,33.37,2024-03-30 23:42:40.213191
1,moisture,0.62,2024-03-30 23:42:40.213191
1,temperature,34.65,2024-03-30 23:43:10.215878
1,moisture,0.04,2024-03-30 23:43:10.215878
1,temperature,-9.43,2024-03-30 23:43:40.208037
1,moisture,0.62,2024-03-30 23:43:40.208037
1,temperature,8.38,2024-03-30 23:44:10.207089
1,moisture,0.34,2024-03-30 23:44:10.207089
1,temperature,-1.3,2024-03-30 23:44:40.218123
1,moisture,0.08,2024-03-30 23:44:40.218123
1,temperature,-3.18,2024-03-30 23:45:10.228755
1,moisture,0.73,2024-03-30 23:45:10.228755
1,temperature,2.2,2024-03-30 23:45:40.232946
1,moisture,0.39,2024-03-30 23:45:40.232946
1,temperature,6.19,2024-03-30 23:46:10.256218
1,moisture,0.1,2024-03-30 23:46:10.256218
1,temperature,4.82,2024-03-30 23:46:40.261702
1,moisture,0.61,2024-03-30 23:46:40.261702
1,temperature,14.24,2024-03-30 23:47:10.267303
1,moisture,0.6,2024-03-30 23:47:10.267303
1,temperature,33.68,2024-03-30 23:47:40.279628
1,moisture,0.16,2024-03-30 23:47:40.279628
1,temperature,-0.12,2024-03-30 23:48:10.273720
1,moisture,0.81,2024-03-30 23:48:10.273720
1,temperature,9.27,2024-03-30 23:48:40.281893
1,moisture,0.34,2024-03-30 23:48:40.281893
1,temperature,17.14,2024-03-30 23:49:10.308222
1,moisture,0.07,2024-03-30 23:49:10.308222
1,temperature,0.57,2024-03-30 23:49:40.307853
1,moisture,0.83,2024-03-30 23:49:40.307853
1,temperature,29.6,2024-03-30 23:50:10.304784
1,moisture,0.21,2024-03-30 23:50:10.304784
1,temperature,13.15,2024-03-30 23:50:40.303019
1,moisture,0.02,2024-03-30 23:50:40.303019
1,temperature,32.12,2024-03-30 23:51:10.312512
1,moisture,0.98,2024-03-30 23:51:10.312512
1,temperature,28.02,2024-03-30 23:51:40.334305
1,moisture,0.9,2024-03-30 23:51:40.334305
1,temperature,14.71,2024-03-30 23:52:10.351790
1,moisture,0.72,2024-03-30 23:52:10.351790
1,temperature,-1.11,2024-03-30 23:52:40.373935
1,moisture,0.11,2024-03-30 23:52:40.373935
1,temperature,28.1,2024-03-30 23:53:10.364048
1,moisture,0.91,2024-03-30 23:53:10.364048
1,temperature,8.44,2024-03-30 23:53:40.369683
1,moisture,0.12,2024-03-30 23:53:40.369683
1,temperature,-2.57,2024-03-30 23:54:10.368189
1,moisture,0.63,2024-03-30 23:54:10.368189
1,temperature,34.33,2024-03-30 23:54:40.373744
1,moisture,0.54,2024-03-30 23:54:40.373744
1,temperature,21.3,2024-03-30 23:55:10.372815
1,moisture,0.64,2024-03-30 23:55:10.372815
1,temperature,-4.6,2024-03-30 23:55:40.368873
1,moisture,0.62,2024-03-30 23:55:40.368873
1,temperature,-6.02,2024-03-30 23:56:10.369783
1,moisture,0.48,2024-03-30 23:56:10.369783
1,temperature,-5.46,2024-03-30 23:56:40.384918
1,moisture,0.38,2024-03-30 23:56:40.384918
1,temperature,7.51,2024-03-30 23:57:10.400337
1,moisture,0.66,2024-03-30 23:57:10.400337
1,temperature,34.98,2024-03-30 23:57:40.400028
1,moisture,0.24,2024-03-30 23:57:40.400028
1,temperature,-5.21,2024-03-30 23:58:10.392714
1,moisture,0.39,2024-03-30 23:58:10.392714
1,temperature,10.58,2024-03-30 23:58:40.402042
1,moisture,0.66,2024-03-30 23:58:40.402042
1,temperature,0.74,2024-03-30 23:59:10.407830
1,moisture,0.21,2024-03-30 23:59:10.407830
1,temperature,34.75,2024-03-30 23:59:40.431799
1,moisture,0.34,2024-03-30 23:59:40.431799
1,temperature,-2.22,2024-03-31 00:00:10.440834
1,moisture,0.95,2024-03-31 00:00:10.440834
1,temperature,6.62,2024-03-31 00:00:40.454427
1,moisture,0.85,2024-03-31 00:00:40.454427
1,temperature,23.41,2024-03-31 00:01:10.476636
1,moisture,0.01,2024-03-31 00:01:10.476636
1,temperature,31.12,2024-03-31 00:01:40.477599
1,moisture,0.94,2024-03-31 00:01:40.477599
1,temperature,15.04,2024-03-31 00:02:10.496643
1,moisture,0.89,2024-03-31 00:02:10.496643
1,temperature,26.47,2024-03-31 00:02:40.487937
1,moisture,0.75,2024-03-31 00:02:40.487937
1,temperature,-2.24,2024-03-31 00:03:10.491657
1,moisture,0.3,2024-03-31 00:03:10.491657
1,temperature,22.76,2024-03-31 00:03:40.487809
1,moisture,0.79,2024-03-31 00:03:40.487809
1,temperature,-8.04,2024-03-31 00:04:10.505859
1,moisture,0.9,2024-03-31 00:04:10.505859
1,temperature,31.67,2024-03-31 00:04:40.506666
1,moisture,0.93,2024-03-31 00:04:40.506666
1,temperature,6.27,2024-03-31 00:05:10.520058
1,moisture,0.14,2024-03-31 00:05:10.520058
1,temperature,32.13,2024-03-31 00:05:40.521549
1,moisture,0.21,2024-03-31 00:05:40.521549
1,temperature,11.73,2024-03-31 00:06:10.520755
1,moisture,0.34,2024-03-31 00:06:10.520755
1,temperature,22.02,2024-03-31 00:06:40.536094
1,moisture,0.17,2024-03-31 00:06:40.536094
1,temperature,0.4,2024-03-31 00:07:10.542145
1,moisture,0.76,2024-03-31 00:07:10.542145
1,temperature,-4.13,2024-03-31 00:07:40.543117
1,moisture,0.49,2024-03-31 00:07:40.543117
1,temperature,16.76,2024-03-31 00:08:10.548895
1,moisture,0.33,2024-03-31 00:08:10.548895
1,temperature,-6.47,2024-03-31 00:08:40.560711
1,moisture,0.19,2024-03-31 00:08:40.560711
1,temperature,25.29,2024-03-31 00:09:10.567817
1,moisture,0.26,2024-03-31 00:09:10.567817
1,temperature,-7.4,2024-03-31 00:09:40.579969
1,moisture,0.22,2024-03-31 00:09:40.579969
1,temperature,3.99,2024-03-31 00:10:10.601586
1,moisture,0.29,2024-03-31 00:10:10.601586
1,temperature,18.1,2024-03-31 00:10:40.600886
1,moisture,0.64,2024-03-31 00:10:40.600886
1,temperature,16.4,2024-03-31 00:11:10.607669
1,moisture,0.48,2024-03-31 00:11:10.607669
1,temperature,27.33,2024-03-31 00:11:40.631683
1,moisture,0.51,2024-03-31 00:11:40.631683
1,temperature,22.81,2024-03-31 00:12:10.632743
1,moisture,0.84,2024-03-31 00:12:10.632743
1,temperature,32.19,2024-03-31 00:12:40.644157
1,moisture,0.05,2024-03-31 00:12:40.644157
1,temperature,13.76,2024-03-31 00:13:10.666984
1,moisture,0.07,2024-03-31 00:13:10.666984
1,temperature,14.5,2024-03-31 00:13:40.666240
1,moisture,0.86,2024-03-31 00:13:40.666240
1,temperature,25.03,2024-03-31 00:14:10.682794
1,moisture,0.32,2024-03-31 00:14:10.682794
1,temperature,18.8,2024-03-31 00:14:40.683223
1,moisture,0.74,2024-03-31 00:14:40.683223
1,temperature,18.65,2024-03-31 00:15:10.696950
1,moisture,0.95,2024-03-31 00:15:10.696950
1,temperature,-0.23,2024-03-31 00:15:40.708820
1,moisture,0.53,2024-03-31 00:15:40.708820
1,temperature,11.33,2024-03-31 00:16:10.713579
1,moisture,0.02,2024-03-31 00:16:10.713579
1,temperature,14.42,2024-03-31 00:16:40.717056
1,moisture,0.73,2024-03-31 00:16:40.717056
1,temperature,-5.92,2024-03-31 00:17:10.723211
1,moisture,0.47,2024-03-31 00:17:10.723211
1,temperature,33.54,2024-03-31 00:17:40.728994
1,moisture,0.95,2024-03-31 00:17:40.728994
1,temperature,0.86,2024-03-31 00:18:10.730463
1,moisture,0.37,2024-03-31 00:18:10.730463
1,temperature,5.93,2024-03-31 00:18:40.735746
1,moisture,0.27,2024-03-31 00:18:40.735746
1,temperature,-8.72,2024-03-31 00:19:10.758758
1,moisture,0.37,2024-03-31 00:19:10.758758
1,temperature,-4.81,2024-03-31 00:19:40.773764
1,moisture,0.97,2024-03-31 00:19:40.773764
1,temperature,-0.09,2024-03-31 00:20:10.794703
1,moisture,0.48,2024-03-31 00:20:10.794703
1,temperature,-9.5,2024-03-31 00:20:40.792631
1,moisture,0.43,2024-03-31 00:20:40.792631
1,temperature,-7.86,2024-03-31 00:21:10.792182
1,moisture,0.33,2024-03-31 00:21:10.792182
1,temperature,-0.15,2024-03-31 00:21:40.796100
1,moisture,0.4,2024-03-31 00:21:40.796100
1,temperature,0.42,2024-03-31 00:22:10.806438
1,moisture,0.31,2024-03-31 00:22:10.806438
1,temperature,19.81,2024-03-31 00:22:40.816231
1,moisture,0.15,2024-03-31 00:22:40.816231
1,temperature,22.29,2024-03-31 00:23:10.839074
1,moisture,0.56,2024-03-31 00:23:10.839074
1,temperature,34.85,2024-03-31 00:23:40.840825
1,moisture,0.07,2024-03-31 00:23:40.840825
1,temperature,11.69,2024-03-31 00:24:10.849104
1,moisture,0.11,2024-03-31 00:24:10.849104
1,temperature,16.14,2024-03-31 00:24:40.867056
1,moisture,0.88,2024-03-31 00:24:40.867056
1,temperature,28.75,2024-03-31 00:25:10.871034
1,moisture,0.47,2024-03-31 00:25:10.871034
1,temperature,16.97,2024-03-31 00:25:40.869949
1,moisture,0.11,2024-03-31 00:25:40.869949
1,temperature,25.75,2024-03-31 00:26:10.886325
1,moisture,0.57,2024-03-31 00:26:10.886325
1,temperature,1.94,2024-03-31 00:26:40.889730
1,moisture,0.46,2024-03-31 00:26:40.889730
1,temperature,-3.39,2024-03-31 00:27:10.904215
1,moisture,0.7,2024-03-31 00:27:10.904215
1,temperature,30.77,2024-03-31 00:27:40.895030
1,moisture,0.45,2024-03-31 00:27:40.895030
1,temperature,4.61,2024-03-31 00:28:10.892984
1,moisture,0.92,2024-03-31 00:28:10.892984
1,temperature,22.83,2024-03-31 00:28:40.914061
1,moisture,0.39,2024-03-31 00:28:40.914061
1,temperature,28.04,2024-03-31 00:29:10.931758
1,moisture,0.4,2024-03-31 00:29:10.931758
1,temperature,6.72,2024-03-31 00:29:40.939512
1,moisture,0.8,2024-03-31 00:29:40.939512
1,temperature,23.25,2024-03-31 00:30:10.959412
1,moisture,0.41,2024-03-31 00:30:10.959412
1,temperature,7.04,2024-03-31 00:30:40.964520
1,moisture,0.47,2024-03-31 00:30:40.964520
1,temperature,-7.24,2024-03-31 00:31:10.976406
1,moisture,0.76,2024-03-31 00:31:10.976406
1,temperature,11.5,2024-03-31 00:31:40.990079
1,moisture,0.68,2024-03-31 00:31:40.990079
1,temperature,-3.49,2024-03-31 00:32:11.003026
1,moisture,0.11,2024-03-31 00:32:11.003026
1,temperature,-2.41,2024-03-31 00:32:41.009390
1,moisture,0.59,2024-03-31 00:32:41.009390
1,temperature,16.59,2024-03-31 00:33:11.022980
1,moisture,0.9,2024-03-31 00:33:11.022980
1,temperature,10.3,2024-03-31 00:33:41.031936
1,moisture,0.34,2024-03-31 00:33:41.031936
1,temperature,26.78,2024-03-31 00:34:11.034858
1,moisture,0.84,2024-03-31 00:34:11.034858
1,temperature,32.3,2024-03-31 00:34:41.041125
1,moisture,0.45,2024-03-31 00:34:41.041125
1,temperature,3.87,2024-03-31 00:35:11.036204
1,moisture,0.93,2024-03-31 00:35:11.036204
1,temperature,10.63,2024-03-31 00:35:41.048836
1,moisture,0.89,2024-03-31 00:35:41.048836
1,temperature,20.27,2024-03-31 00:36:11.070944
1,moisture,0.61,2024-03-31 00:36:11.070944
1,temperature,3.53,2024-03-31 00:36:41.077089
1,moisture,0.22,2024-03-31 00:36:41.077089
1,temperature,6.2,2024-03-31 00:37:11.076044
1,moisture,0.65,2024-03-31 00:37:11.076044
1,temperature,3.94,2024-03-31 00:37:41.076491
1,moisture,0.6,2024-03-31 00:37:41.076491
1,temperature,1.23,2024-03-31 00:38:11.076297
1,moisture,0.24,2024-03-31 00:38:11.076297
1,temperature,22.46,2024-03-31 00:38:41.078201
1,moisture,0.8,2024-03-31 00:38:41.078201
1,temperature,29.54,2024-03-31 00:39:11.086128
1,moisture,0.17,2024-03-31 00:39:11.086128
1,temperature,10.99,2024-03-31 00:39:41.093926
1,moisture,0.36,2024-03-31 00:39:41.093926
1,temperature,14.69,2024-03-31 00:40:11.116580
1,moisture,0.28,2024-03-31 00:40:11.116580
1,temperature,13.02,2024-03-31 00:40:41.122921
1,moisture,0.75,2024-03-31 00:40:41.122921
1,temperature,26.91,2024-03-31 00:41:11.120441
1,moisture,0.88,2024-03-31 00:41:11.120441
1,temperature,25.11,2024-03-31 00:41:41.122987
1,moisture,0.1,2024-03-31 00:41:41.122987
1,temperature,18.55,2024-03-31 00:42:11.113562
1,moisture,0.01,2024-03-31 00:42:11.113562
1,temperature,-4.33,2024-03-31 00:42:41.126190
1,moisture,0.27,2024-03-31 00:42:41.126190
1,temperature,15.17,2024-03-31 00:43:11.135332
1,moisture,0.18,2024-03-31 00:43:11.135332
1,temperature,34.39,2024-03-31 00:43:41.139904
1,moisture,0.84,2024-03-31 00:43:41.139904
1,temperature,11.22,2024-03-31 00:44:11.156212
1,moisture,0.72,2024-03-31 00:44:11.156212
1,temperature,32.23,2024-03-31 00:44:41.170919
1,moisture,0.19,2024-03-31 00:44:41.170919
1,temperature,-5.97,2024-03-31 00:45:11.184612
1,moisture,0.84,2024-03-31 00:45:11.184612
1,temperature,19.61,2024-03-31 00:45:41.202106
1,moisture,0.6,2024-03-31 00:45:41.202106
1,temperature,20.94,2024-03-31 00:46:11.214132
1,moisture,0.12,2024-03-31 00:46:11.214132
1,temperature,-3.17,2024-03-31 00:46:41.234455
1,moisture,0.01,2024-03-31 00:46:41.234455
1,temperature,12.62,2024-03-31 00:47:11.249912
1,moisture,0.2,2024-03-31 00:47:11.249912
1,temperature,24.75,2024-03-31 00:47:41.272465
1,moisture,0.58,2024-03-31 00:47:41.272465
1,temperature,16.88,2024-03-31 00:48:11.275535
1,moisture,0.06,2024-03-31 00:48:11.275535
1,temperature,0.88,2024-03-31 00:48:41.271490
1,moisture,0.65,2024-03-31 00:48:41.271490
1,temperature,8.44,2024-03-31 00:49:11.289706
1,moisture,0.59,2024-03-31 00:49:11.289706
1,temperature,23.32,2024-03-31 00:49:41.290043
1,moisture,0.28,2024-03-31 00:49:41.290043
1,temperature,13.33,2024-03-31 00:50:11.292107
1,moisture,0.23,2024-03-31 00:50:11.292107
1,temperature,21.02,2024-03-31 00:50:41.295916
1,moisture,0.34,2024-03-31 00:50:41.295916
1,temperature,28.55,2024-03-31 00:51:11.314288
1,moisture,0.49,2024-03-31 00:51:11.314288
1,temperature,31.79,2024-03-31 00:51:41.322619
1,moisture,0.05,2024-03-31 00:51:41.322619
1,temperature,-7.65,2024-03-31 00:52:11.322376
1,moisture,0.1,2024-03-31 00:52:11.322376
1,temperature,19.39,2024-03-31 00:52:41.324219
1,moisture,0.19,2024-03-31 00:52:41.324219
1,temperature,15.85,2024-03-31 00:53:11.330669
1,moisture,0.59,2024-03-31 00:53:11.330669
1,temperature,34.52,2024-03-31 00:53:41.347398
1,moisture,0.94,2024-03-31 00:53:41.347398
1,temperature,24.82,2024-03-31 00:54:11.358934
1,moisture,0.58,2024-03-31 00:54:11.358934
1,temperature,11.04,2024-03-31 00:54:41.369973
1,moisture,0.95,2024-03-31 00:54:41.369973
1,temperature,-8.1,2024-03-31 00:55:11.373233
1,moisture,0.63,2024-03-31 00:55:11.373233
1,temperature,9.14,2024-03-31 00:55:41.384103
1,moisture,0.04,2024-03-31 00:55:41.384103
1,temperature,26.08,2024-03-31 00:56:11.382474
1,moisture,0.93,2024-03-31 00:56:11.382474
1,temperature,34.56,2024-03-31 00:56:41.396067
1,moisture,0.69,2024-03-31 00:56:41.396067
1,temperature,31.19,2024-03-31 00:57:11.411365
1,moisture,0.61,2024-03-31 00:57:11.411365
1,temperature,27.49,2024-03-31 00:57:41.416629
1,moisture,0.59,2024-03-31 00:57:41.416629
1,temperature,21.13,2024-03-31 00:58:11.420398
1,moisture,0.37,2024-03-31 00:58:11.420398
1,temperature,5.77,2024-03-31 00:58:41.423322
1,moisture,0.67,2024-03-31 00:58:41.423322
1,temperature,8.69,2024-03-31 00:59:11.446444
1,moisture,0.35,2024-03-31 00:59:11.446444
1,temperature,1.55,2024-03-31 00:59:41.451210
1,moisture,1.0,2024-03-31 00:59:41.451210
1,temperature,9.95,2024-03-31 01:00:11.456276
1,moisture,0.3,2024-03-31 01:00:11.456276
1,temperature,23.89,2024-03-31 01:00:41.460722
1,moisture,0.74,2024-03-31 01:00:41.460722
1,temperature,0.78,2024-03-31 01:01:11.476562
1,moisture,0.69,2024-03-31 01:01:11.476562
1,temperature,-3.36,2024-03-31 01:01:41.472328
1,moisture,0.86,2024-03-31 01:01:41.472328
1,temperature,15.62,2024-03-31 01:02:11.481252
1,moisture,0.49,2024-03-31 01:02:11.481252
1,temperature,27.52,2024-04-04 23:59:49.168283
1,moisture,0.02,2024-04-04 23:59:49.168283
1,temperature,18.29,2024-04-05 00:00:19.169313
1,moisture,0.16,2024-04-05 00:00:19.169313
1,temperature,-9.78,2024-04-05 00:00:49.173029
1,moisture,1.0,2024-04-05 00:00:49.173029
1,temperature,32.07,2024-04-05 00:01:19.171477
1,moisture,0.42,2024-04-05 00:01:19.171477
1,temperature,16.33,2024-04-05 00:01:49.165988
